,Unnamed: 0,cid,text,time,author,channel,votes,photo,heart,time_parsed,label
1433,173,Ugwn555aKXgFpFWYpdB4AaABAg,Congrats team payaman ❤️🔥,1 month ago,iamvi,UCxbVu8A5JMwOVvNipYjWsiA,0,https://yt3.ggpht.com/lKSpCZsqf264SecEr5v3IDCRGf-H_jcKgZIFT3uuFJtT9iYU8-3qiORZs48AwDmSkucrJWuu=s176-c-k-c0x00ffffff-no-rj,False,1657994929.645245,others
1434,174,Ugx8mWKK5oJ3aLn67lh4AaABAg,11:01 Ang hot ni Viy,1 month ago,ᴊᴏʜɴɴʏ,UCWy-GRdwWqW0dUzlHe11SiQ,1,https://yt3.ggpht.com/8IKIfr_Wxnio2fNjKfAbh9bWKjVV0gMzLQEqJiWnszt5fRp6vF0koGiFE1tjYyJK9YPnGCnS4g=s176-c-k-c0x00ffffff-no-rj,False,1657994929.649246,others
1435,175,Ugxd0RCTasD1yqqVuiR4AaABAg,Kakaiyak sa tuwa tong episode na to. 🥲,1 month ago,Jodie Mae Bumatay,UCd-gDk7UixHktuaMCKY_9vg,0,https://yt3.ggpht.com/ytc/AMLnZu_v-m6VE9aU9vGp5UtBsAsjddO4NGajEiUVobnFrw=s176-c-k-c0x00ffffff-no-rj,False,1657994929.653247,compliment
1436,176,UgxyOOeu19NroySmjdB4AaABAg,"Belated Congratulations Kuya Cong!! 
🥳🎉",1 month ago,Luffy D. Monkey,UCBXkRxh2Usvs5H82k-IxZHA,0,https://yt3.ggpht.com/ytc/AMLnZu8bqE6S7wUHqauVETrLIKb2-M0g738u1OHBYRKKsXqB3i6HhLa2Qr82X0EDvSWz=s176-c-k-c0x00ffffff-no-rj,False,1657994929.661242,compliment
1437,177,Ugwn8VLoBxLfZm-w8al4AaABAg,"congrats boss Coooonnnnggggg.
#Team Payaman Forever ❤❤❤",1 month ago,Jimmy Jr. Juanillas,UCWdRIViRnoq7mCGTdriqLag,0,https://yt3.ggpht.com/ytc/AMLnZu-75FGixvHA2N9m4e9jm3v67k6T05389RCJFuub=s176-c-k-c0x00ffffff-no-rj,False,1657994929.667105,compliment
1438,178,UgxqHStppjkKSh_3fyR4AaABAg,Sana nag sabay cla ni boss pao. sana c boss pao din.,1 month ago,julius michael otayde,UCF0xwTiPibYd8Uky2qQIVtw,0,https://yt3.ggpht.com/ytc/AMLnZu-kTk39DWRWX2YTmmyfq08uwRtCcB-7a_EOSA=s176-c-k-c0x00ffffff-no-rj,False,1657994929.671115,others
1439,179,UgxImmRbrLZd60M30854AaABAg,"Nanayo balahibo ko sa content na to

2015 yung unang vid na nakita ko si cong sa fb akala ko celeb. sya na comidyante 😅",1 month ago,henry regorgo,UCI-VfTCHarNAspzib9s5N1g,0,https://yt3.ggpht.com/ytc/AMLnZu9crF9d7Z1P8gdacbCgqCu8q9Eky_A3-m9pkw8Eog=s176-c-k-c0x00ffffff-no-rj,False,1657994929.675108,others
1440,180,UgxFjHi2VBKXbwG7wXh4AaABAg,Nalungkot lang ako kasi di nasama si Mamita at after nito nagpaalam na sya.,1 month ago,Unknown Bassist,UCBQn7jEKWvAdgPfjGYex1Vw,0,https://yt3.ggpht.com/ytc/AMLnZu_aX0RgwuCIw56iGcuGZCmjo72glCY-P711lPebgg=s176-c-k-c0x00ffffff-no-rj,False,1657994929.679114,others
1441,181,UgzHU97WeVL9BJFyZ-V4AaABAg,og cong sa outro🔥🔥🔥🔥,1 month ago,Kris De Leon,UC1n03-d0AY-gk_Sq1kkdpqg,0,https://yt3.ggpht.com/-ujvVvBnmK9OYpBGW3rlxaqQGSNRRL_ipleC0w-SP2HaLLbeVsDKI8P_7yGWO06SaRDd0hPnCA=s176-c-k-c0x00ffffff-no-rj,False,1657994929.683113,others
1442,182,UgzCK6EXPPmFdSNL8pt4AaABAg,Nakakamiss Yung outro mo Kuya Cong!! ❤️❤️,1 month ago,Michelle Rayno,UCjX6LAYdV7rRu6hUbit6h2A,0,https://yt3.ggpht.com/ytc/AMLnZu8FNXq8djoQaVN9IEF82HDUO0Xm1cCuJop-XGPwOg=s176-c-k-c0x00ffffff-no-rj,False,1657994929.683113,others
1443,183,UgxV_XFhIJgqgETBold4AaABAg,Salamat cong sana dika mamatay♥️,1 month ago,JamesjvLearnNTGospels ,UCLFdN_MfdGjeMxNfS5YSPHg,0,https://yt3.ggpht.com/eQrnRQ6szxrLUwznai3ct69OcKkllceKTER1I4IS0tfTa4fzaJoQYamKSkesrrEkCOrJwm1r3A=s176-c-k-c0x00ffffff-no-rj,False,1657994929.691112,others
1444,184,UgwHCdGssQVXJzMuDXt4AaABAg,Salamat boss sa lahat ng mga goodvibes mo palagi... Lagi mo kaming napapasaya sa mga kalokohan mo,1 month ago,Ashia's TV,UCE_yAR_TqBvB7DDiE06Qp4A,0,https://yt3.ggpht.com/93lGNR8-dgu7IYYXdtmsSHSPpLqf1_csqM9HQT3kcsGaiD53LNxSjczskKoNagvJXxiwMFkXprI=s176-c-k-c0x00ffffff-no-rj,False,1657994929.695112,compliment
1445,185,UgwTyWDAJTHNgzt9UQN4AaABAg,Ansaya lang kasi talagang nakasubaybay kami from 100k to 10m tangina congrats mossing!🥺,1 month ago,BITCHY. ass,UCKDqpfm2PR9MMNV0-LRTowA,0,https://yt3.ggpht.com/ytc/AMLnZu_HNCoyorogdUHFG6Kt93K-daDZeA2BKdCNFA=s176-c-k-c0x00ffffff-no-rj,False,1657994929.699113,compliment
1446,186,Ugw1y5q82oZ6QtIHvDd4AaABAg,Isa sa mga dream ko ay makita ka 😇 Congratss po 🙏🏻,1 month ago,Princess and Angel Vlogs,UCHTOq_feYlWDKCmaH_y0ngA,0,https://yt3.ggpht.com/ytc/AMLnZu9rw-9hYGYODJcb4AKy4kE4Bq60CGpX-ILpj7GH1A=s176-c-k-c0x00ffffff-no-rj,False,1657994930.129896,compliment
1447,187,UgyiDxyN1e7TA8N0-BB4AaABAg,Late ko na tong pinanood pero HAPPY 10 Mil!! More powerrrrrrr,1 month ago,wency aguilar,UCA0p6lZcNrlfh0VU0MYmyzw,0,https://yt3.ggpht.com/ytc/AMLnZu8rHXOIyto5N7S38sPZ5k8IpHzOFio3ufDWJ2gF=s176-c-k-c0x00ffffff-no-rj,False,1657994930.133203,compliment
1448,188,UgwrMOeb3S7jXl0oGFt4AaABAg,congrats boss cong nakasubcribe na ako sayo way back 50k pa lng subcriber mo. deserve mo yan,1 month ago,John Paul Sunga,UCD3ecm3C20pyeCNZp5N4zBA,0,https://yt3.ggpht.com/ytc/AMLnZu9-z9_t6u7vlwhhYPEKz16M0eIG554-l53tXCjasOjhcXCti6O33tYMlDg_485H=s176-c-k-c0x00ffffff-no-rj,False,1657994930.137243,compliment
1449,189,UgyTaqvrxwM2CnDQN_t4AaABAg,"Congratulations, Cong!",1 month ago,JINKY BERNALES,UCQhenoCEyVOLYAaGDMZN9vw,0,https://yt3.ggpht.com/ytc/AMLnZu_M9JQDh-SszTr4lIRQVN4KUsWqu5aQgo8wMw=s176-c-k-c0x00ffffff-no-rj,False,1657994930.141214,compliment
1450,190,UgwhYzd5Q67AYl5F-gJ4AaABAg,Ang layo na nang narating mo idol. Habang ako andito nag uumpisa palang at sinusubukang tahakin ang landas na natahak mo. Balang araw sana marating ko😊 tama yong sabe mo idol libre lang mangarap at pangarap ko maka apak sa payamansion☝️❤️,1 month ago,kuya Bert official,UC9EdfK_Tunkuse2VJdJJMsg,0,https://yt3.ggpht.com/ZGMiOiDyXMiHLB7wdHfGQt3Z-JPtYCgkjxY_NOTL4DyqnIHph8-OfPyn39nF4uiYBBqoOAlc=s176-c-k-c0x00ffffff-no-rj,False,1657994930.143974,compliment
1451,191,UgytbwxAjdNkVA9Tp5B4AaABAg,Wow Ang galit🤗,1 month ago,VideoHan kita Tv,UCRtVN-a8pPGb9qinLFtuSpA,0,https://yt3.ggpht.com/PJ5sznkCbytPWlZzIvA6BIeQ0TL0WunT7UTclFTYbz1mnleiun5rKztdLZPSLSkWmScNFT9xDeI=s176-c-k-c0x00ffffff-no-rj,False,1657994930.148013,others
1452,192,UgwQRci7JPIJSpN3XeF4AaABAg,♥️,1 month ago,James Rodanillo,UC0UD1G3faZctoqSSxjWWy5g,0,https://yt3.ggpht.com/Xzm6cjbSIX3EQW8v2nkxl0h-HMSHTMmJ60su6B-_iJDtZpvoaJUgX5_C44iWoy2r3sVRS9i4FA=s176-c-k-c0x00ffffff-no-rj,False,1657994930.152014,others
1453,193,Ugx2kFRQmXpFD30OSwt4AaABAg,Thank you sa buhay mo Cong TV!,1 month ago,Pauline Lara,UCudUBddp2-HA5z0xhl2jc-A,0,https://yt3.ggpht.com/ytc/AMLnZu91XZ4dCjUDOEdyEnmjCHgCUvbxyMF-z-oeMzHtdw=s176-c-k-c0x00ffffff-no-rj,False,1657994930.156013,compliment
1454,194,Ugx-Ra5h6h5BmVoxPQ54AaABAg,"Nakaka miss yung out throw na yan bossing. I've been watching your videos since 2016. Salamat sa pag papasaya sa amin CongTV, will be forever CFG! Chicken feet out🤌🏽 Power☝🏼 Peace ✌🏽 QUACKK!",1 month ago,Joseph Lozada,UC3FodNdQr31N7YFw1yThEWg,0,https://yt3.ggpht.com/JnrI4JhKGd88RaZZIzCYZf7HUX0OEcYX2_xq1KDeTrkZN9l3qnTVD9OGGcj01TF2JyaF5Afd=s176-c-k-c0x00ffffff-no-rj,False,1657994930.159798,others
1455,195,Ugx1Cu95X8GicdAQaBd4AaABAg,The best congrats boss cong❤️,1 month ago,Stephanie Borja,UCa6KQIRgLPINi5rQcveqJ-w,0,https://yt3.ggpht.com/ytc/AMLnZu_fxMOf0sZvwIgQ7gxRGNg-dsnfF6KgDozprxvh5DCJBZeZXqblJeYzFoQ8myTX=s176-c-k-c0x00ffffff-no-rj,False,1657994930.163869,compliment
1456,196,UgwOMKR4Raf7ZTaPFTB4AaABAg,🥳👏💫,1 month ago,Mhel Carta,UCH8Gq2HV0WSMvlLDr7WECMQ,0,https://yt3.ggpht.com/ytc/AMLnZu9RkvG9vLl_HsLt73PfBOPJkxItkFzq9u-Dh17iUA=s176-c-k-c0x00ffffff-no-rj,False,1657994930.167839,others
1457,197,Ugy9_fqEq0SVaA7lrRd4AaABAg,Salamat lods sa payo ng tagumpay!!!! #kalalamove,1 month ago,LALAMOVE REYN,UC9TSzzQz-BrVEJnzKM6hgKQ,0,https://yt3.ggpht.com/2NBhfZb7Jteab5OpapCDLjBPGRtOXLOZMCWieZw3UFPHjaqrTdYcA2gBPsXTl-6shpvmPJW-lw=s176-c-k-c0x00ffffff-no-rj,False,1657994930.167839,others
1458,198,UgzMwzj4slecwC1ejn54AaABAg,Idol,1 month ago,Amel backyard vlogs,UCUoihBc_BD5SQZQ2mlp9F3A,0,https://yt3.ggpht.com/4zukEAgDkSzIeKOpQxAwpXhKd_rNfDeXDVG4mjPgG8ZCxUPBAWzxx1Bz7WRrKcYAbVt_8-Daug=s176-c-k-c0x00ffffff-no-rj,False,1657994930.174462,others
1459,199,Ugyw2FTFFzQ3VgUAFBl4AaABAg,si Yow talaga kahit kaylan.. LT e 🤣,1 month ago,Dark Lord,UCVFKxWrWk8cZSEqb-cJ-v_Q,0,https://yt3.ggpht.com/ytc/AMLnZu9ZinOmEkuVAasKuTD1evw9iq8dXUwzblnYsySyHtzsAfI4GwW7yVa4OzHQDYlZ=s176-c-k-c0x00ffffff-no-rj,False,1657994930.178533,others
1460,200,Ugzj6VWQXhknEk-GJRJ4AaABAg,congrats congtv! and teampayaman!!! u guys saved me from my depression! power!!! chicken feet gang 4ever!!!!,1 month ago,HONERIE ESCOBEDO,UCVhfMJB1eYOcafrcZ5xivUA,0,https://yt3.ggpht.com/ytc/AMLnZu-UPe-0PwA5S--G2goKetizKWAKegbEy_fGJ12o31dDroj-H5h8at6C7aNJuhia=s176-c-k-c0x00ffffff-no-rj,False,1657994930.182473,compliment
1461,201,UgyzegFaOD3JUmPk6fJ4AaABAg,Og outro,1 month ago,Lil Otchok,UCdeNmI6F-qa7m0WacBth3eQ,0,https://yt3.ggpht.com/ytc/AMLnZu9Xdvc6RcMLnBU3ldWW8acOwooo8I3lTzcuNA=s176-c-k-c0x00ffffff-no-rj,False,1657994930.182473,others
1462,202,Ugz4lnRoPkGW0P-zDAN4AaABAg,"Congratulations, Cong! Dito before 100k subs! Pawer! 😂👏🎊",1 month ago,Niña Saygo,UCTsd_ZFUghYLNsuLxf5Xu2g,0,https://yt3.ggpht.com/ytc/AMLnZu-l89JXoF30ZOoqBWxV9eSd_6Z5GIr8G4PaTLdyiA=s176-c-k-c0x00ffffff-no-rj,False,1657994930.186474,others
1463,203,Ugxq_3joJ1wdj8ASkLN4AaABAg,"CONGRATS, CONG!",1 month ago,ROSÉ fan,UCO2jO8PaKx3AMmyJ6dQ_T9w,0,https://yt3.ggpht.com/6zUIQ8agGuR-E6U-_lJ6WmlTTfK-9Iz5JG8bOJbqEUHx9hcrLxXpC4NTewZtJ9qmGtv9soTj=s176-c-k-c0x00ffffff-no-rj,False,1657994930.192959,compliment
1464,204,UgxVE5rUpGGVkpOjJOZ4AaABAg,MOSSING NAKITA NA BA NI MAMITA YAN? SABI MO IDADALA MO SIYA DIYANG HABANG KINAKABIT NILA E HAHAHHAHAHAHAH,1 month ago,Heizel,UCEQD780rz_WvVM_-AVpxRcQ,0,https://yt3.ggpht.com/5Ca3bd6R9EEluQih_yKfTyILpfnAg_MbaOqMZEuHpTgMdtqBlF_ghD_XYEm2264YDiQRufIoIA=s176-c-k-c0x00ffffff-no-rj,False,1657994930.197013,question
1465,205,UgxugcImtrkmQkaeAFt4AaABAg,"From ""little bat"" days til now, solid paa pa din. Congrats CongTV! Pawer! ❤️",1 month ago,Dwight Duran,UCxYH5VAWB_oDUP1uhI7tYyQ,0,https://yt3.ggpht.com/ytc/AMLnZu_RUQHq17aLyzbXd2GPYsYUL0X3qgmuX2BVxNIkeQ=s176-c-k-c0x00ffffff-no-rj,False,1657994930.20097,others
1466,206,Ugx2HuFK30HR8-6Xd6B4AaABAg,Makakaabot din ako sa 10M,1 month ago,Jason Borres,UCb8-NQKTqjkE3qeTYsC1KUA,0,https://yt3.ggpht.com/ytc/AMLnZu-H23lV3NvWi3nnYuQs--FVRZ7t7lV7ij5XwsuzOw=s176-c-k-c0x00ffffff-no-rj,False,1657994930.646951,others
1467,207,UgysSWozASFbJ6tUqYp4AaABAg,DESERVE KUYA CONG!!!!<33,1 month ago,wendyyy,UCxiqiBOUWEr1AsOZNAl7fYw,0,https://yt3.ggpht.com/hrZdM9v_4EFD3eX7UdxZ5-Ir0RIowqguKKcx9OwXPiulCmidhXbUNoZ5YsW2MPVcxdYvqJ1zFw=s176-c-k-c0x00ffffff-no-rj,False,1657994930.653362,compliment
1468,208,UgyYmTytgUBRSqxkvP14AaABAg,💗💗💗,1 month ago,Triciamae Dimple Valdez,UC5747eER3GMk7Bing18wIaA,0,https://yt3.ggpht.com/ytc/AMLnZu9GWO9Ebb1Kym2fZNGBPQbuq71hK2MZYK1KRXqd=s176-c-k-c0x00ffffff-no-rj,False,1657994930.657431,others
1469,209,UgzGnx10hlE8ym9TZjp4AaABAg,💖💖💖💖💖💖💖💖,1 month ago,Chrissa Fonda Roylo,UCEbGdoCiVMGH7U1KcwycWww,0,https://yt3.ggpht.com/8Yf9eWVS5P_kYi-wKLx-VqMkpFV5Azhbr2R4fOe5Oa3_lQgU_0ZEGL4enMMUGZBL1-23s51n=s176-c-k-c0x00ffffff-no-rj,False,1657994930.657431,others
1470,210,UgwLBA6p0keBbk77xC14AaABAg,CONGRATS!!!!!!!!,1 month ago,Chrissa Fonda Roylo,UCEbGdoCiVMGH7U1KcwycWww,0,https://yt3.ggpht.com/8Yf9eWVS5P_kYi-wKLx-VqMkpFV5Azhbr2R4fOe5Oa3_lQgU_0ZEGL4enMMUGZBL1-23s51n=s176-c-k-c0x00ffffff-no-rj,False,1657994930.664333,compliment
1471,211,UgwiXEJXkih5fY440T14AaABAg,Congrats boss Cong TV deserve mo yan  at sa buong Team Payaman 😍🥳💛,1 month ago,Rommel Isla,UC4kbXvzsylNV4f3itn21zLA,0,https://yt3.ggpht.com/ytc/AMLnZu_c8cwod1frEh-C2snHV6wp6zsgUb5OlyWM-9mlKg=s176-c-k-c0x00ffffff-no-rj,False,1657994930.6684,compliment
1472,212,UgzhAsbiJHT6DkkG1BV4AaABAg,"Salamat Boss Cong TV, naging inspirasyon kita para mangarap ngayon magiging Manager nako Salamat sana mapansin moko! ♥️😁",1 month ago,Jovy Bautista,UC3ZSsoORvH2VxcClBVCFqNA,0,https://yt3.ggpht.com/ytc/AMLnZu-lJscjnnmlkIbdbF6-WeFQ_0BMr4YWV0CB2A=s176-c-k-c0x00ffffff-no-rj,False,1657994930.6684,compliment
1473,213,UgyNxd5gi8Ea5sWZ6zZ4AaABAg,CongTV lang!,1 month ago,Keepitblank,UCvkjdp9Ry0KNG4r34c0oD8A,0,https://yt3.ggpht.com/uYT710Dso-3hgvtg9oapvrSm4mTpTJInfonTFdS0CLHUXIe5r5yTA7cAEWJkGNJ27dDp00Tr=s176-c-k-c0x00ffffff-no-rj,False,1657994930.672339,others
1474,214,UgwKOly_R0MkUO-6zB54AaABAg,Putik kala ko siquijor 😭 syang,1 month ago,DAILY_MEMES,UCg5V8MhyOJgPFhrV7-olLHQ,0,https://yt3.ggpht.com/JQGtogKcDpqADMwhttKVfIw4bku65Xgi33LpCW8_SdNxArE-yMRQXFcZ9Uk7RAFZkfq_mSHf4g=s176-c-k-c0x00ffffff-no-rj,False,1657994930.6792,others
1475,215,UgyVS9FS4zYnuZPJMdB4AaABAg,Congrats kuya Cong🥺🥺🎉🎉🎉,1 month ago,Nikka Belen,UCXJgZLzpJ11r9esaoffdXow,0,https://yt3.ggpht.com/ytc/AMLnZu_3OerV3F9ENkGfaReJIA7dfUS0efdfb_R3iq_m7g=s176-c-k-c0x00ffffff-no-rj,False,1657994930.683236,compliment
1476,216,UgymmKKfjmkNgI7fsEV4AaABAg,Nanonood ako since 25kplus ang subs big congrats boss cong;!!!!!! 🌟,1 month ago,ÆMEditz,UCXmA4901xdC31j3wKAQfjDg,0,https://yt3.ggpht.com/imKCDwWiInUgGkOFsTdU_MWrrICbwfQKW5O9BZ5dNkys3DPULtmZmV_ba1OYs21Tsxb5Eo4HHxQ=s176-c-k-c0x00ffffff-no-rj,False,1657994930.683236,compliment
1477,217,UgzZJF1pIw0F2lZdIh94AaABAg,<3,1 month ago,Kaisometimes,UCrD7bR3Sp1yl7hKhr90HSeA,0,https://yt3.ggpht.com/ytc/AMLnZu-Pyki5hGnw9xNkmw-SGQG_95Yb2D3A6n6PVZnOIg=s176-c-k-c0x00ffffff-no-rj,False,1657994930.687206,others
1478,218,UgwPanPp7gxTEUuBpgV4AaABAg,improving sa kuya Inday angwala akala ko wholesome na tao to XD HAHAHAHAHAHAHAHAHAHAHAHAHAHAH,1 month ago,Kaisometimes,UCrD7bR3Sp1yl7hKhr90HSeA,0,https://yt3.ggpht.com/ytc/AMLnZu-Pyki5hGnw9xNkmw-SGQG_95Yb2D3A6n6PVZnOIg=s176-c-k-c0x00ffffff-no-rj,False,1657994930.693966,others
1479,219,UgxA72nyVrPTpUahM2N4AaABAg,Congrats po  kuya cong idol😇🥰 GODBLESS you all😇,1 month ago,Dianna rose Doctolero,UCS-8lnLVdZPGy5FoYO-ROWA,0,https://yt3.ggpht.com/ytc/AMLnZu8_Hheo3eRRwIwFdQMHv6tHxfVA5er1gs0SNYNwUa-pRZs0i0okEVP0pYk5ICCO=s176-c-k-c0x00ffffff-no-rj,False,1657994930.698014,compliment
1480,220,UgxS1brY7h_8iqTAb8J4AaABAg,Nakakamiss yung outro,1 month ago,Ron Gifford,UCcHJpoRlYspGJTE6pYwDkGQ,0,https://yt3.ggpht.com/ytc/AMLnZu_WiVG6xY5A4LjqUn5fEHc5iuS5p9PJJYd4_M4AUw=s176-c-k-c0x00ffffff-no-rj,False,1657994930.698014,others
1481,221,UgyLXjz0G3b4v_xmQyh4AaABAg,"Mj Jet 23 Vlog
https://youtu.be/hqqt7N1vrwg",1 month ago,AllaN Gajaw,UCZfOPjt7jBI9BABxvez_mpA,0,https://yt3.ggpht.com/ytc/AMLnZu_HDU6kwF_z0uevl6WKR-kXaRr9POtiUFlseuyE7WZQlLW3nSpqh3rtS2wvmQP0=s176-c-k-c0x00ffffff-no-rj,False,1657994930.701971,others
1482,222,UgzVp_kQkt71ue1IkKt4AaABAg,what a milestone boss! naaalala ko yung mga araw na hinihintay ko mag 100k tong channel mo,1 month ago,Moaney,UC1ztspHiBiZByCeVsWkeJxA,1,https://yt3.ggpht.com/ytc/AMLnZu82R4ybTxuTqNilwznD8yw5DUSkjMeIj9ENSjK_gRkvYbqE3cLENPz1TZIlePTc=s176-c-k-c0x00ffffff-no-rj,False,1657994930.708464,others
1483,223,Ugxclof6sQKdjMtqjBx4AaABAg,"Very inspiring po kyo boss Cong❤️ pls just continue sharing wisdom and blessings to others, God bless team Payaman❤️ dami nyo po napapasaya..",1 month ago,cindy,UCNLfbKs-9fRTyPlippbrtdw,2,https://yt3.ggpht.com/ic9rGJWTHTkUOtzcJBab8H_0MG7_kk1etOEdP7R8h_pNKgwKt0NmZV1shKtlt0V1I5JXXiWnkw=s176-c-k-c0x00ffffff-no-rj,False,1657994930.712535,compliment
1484,224,UgynDk7f80rvdOdggdN4AaABAg,"Dream big, Aim for the sky, make it happen.",1 month ago,Ram Andres,UCow_n6pOsbCty-28oqpqDKQ,0,https://yt3.ggpht.com/ytc/AMLnZu90gitYG44tkz14_7Duk5NmsXTnVHV4SpaR5ZFW=s176-c-k-c0x00ffffff-no-rj,False,1657994930.712535,others
1485,225,Ugxs7ml2KIx1B49ZQU14AaABAg,Congrats Cong TV kasama mo kami sa journey mo.,1 month ago (edited),Ram Andres,UCow_n6pOsbCty-28oqpqDKQ,0,https://yt3.ggpht.com/ytc/AMLnZu90gitYG44tkz14_7Duk5NmsXTnVHV4SpaR5ZFW=s176-c-k-c0x00ffffff-no-rj,False,1657994930.716445,compliment
1486,226,UgwJvOFPvbpwFaiV-b54AaABAg,CONGRATSSSSSSSS🎈🎉🎊🎊🎊,1 month ago,D'1997,UCuky8baNnlMyZDYQ_UT2Wpg,0,https://yt3.ggpht.com/ytc/AMLnZu8pjtYR7VGOiWJpyNxOnlXRFRXvAIWfBKlPTfiKPTJQSlq2kbwNxXjOQ2lWelRE=s176-c-k-c0x00ffffff-no-rj,False,1657994931.108643,compliment
1487,227,UgxdsXfGE54ws-ZVk914AaABAg,💖💖💖,1 month ago,Claudith Diwas,UChMXMLFVux0W8z2Ny5-e6Ow,0,https://yt3.ggpht.com/Fn7nGrYTtVZGTzaNGVgIYhyI5B9Jn_cO1DncUV50MoiuPlsXH1SzYnbtDHZJrOYJZ59GIcnl7Q=s176-c-k-c0x00ffffff-no-rj,False,1657994931.117764,others
1488,228,Ugyul54nqICPQa0bRH94AaABAg,"Watching emman in heaven,, he is proud of you cong tv👍🏻",1 month ago,Lxech RC,UChw8oq1_Pa8zrZO8j4lvbQw,0,https://yt3.ggpht.com/ytc/AMLnZu8_i_UFN05gFIhwJuASp6QpK29uZ4VORZGKgXV6Zw=s176-c-k-c0x00ffffff-no-rj,False,1657994931.1217,others
1489,229,Ugyp8xGCI2v_o0EL3rF4AaABAg,Labyou boss cong 😘,1 month ago,Dodong TV,UCd5OXfeLZgV2u2yr_8eyYrQ,6,https://yt3.ggpht.com/ytc/AMLnZu8XcBt6KUnTdin2-Dfd5ttjHCzD2wpAo4YWkL5U=s176-c-k-c0x00ffffff-no-rj,False,1657994931.124745,compliment
1490,230,UgwbNBKnwXuCIa2u_Ht4AaABAg,babalikan ko tong vlog mo na to kuya cong pag natupad na din yung akin,1 month ago,Johan Mancilla,UC75zIbS0xOQzal_qkMrggIQ,0,https://yt3.ggpht.com/ytc/AMLnZu9Uxd7sSSaVWowFPx2-LnR_xL8UtFHKuOooF3J0_YhaD2iyEZxVIan1467cASrz=s176-c-k-c0x00ffffff-no-rj,False,1657994931.128812,others
1491,231,UgzsSx2jq6SLVS_1n4t4AaABAg,Cong tv ang may totoong may time machine e time machine mo din si kuya inday   iba na sya new skill unlock  trippings din pala kala ko tahitahimik lang heheheh ❤️,1 month ago (edited),TheyCallmeMP,UCMpa7chnXAFkEdB2MAH5-VQ,0,https://yt3.ggpht.com/g1D0ilwEDxzQEsQe9kAoKuRCAcCv-S-D-YJwJHa9T7LpBOq9TUx77G8wzNyCU2TxnZ6AqUzX=s176-c-k-c0x00ffffff-no-rj,False,1657994931.136754,others
1492,232,UgyFJmJbSpYfrWUbOM54AaABAg,"Ang heartwarming makita nung compilation sa dulo, naging saksi ako sa lahat ng bagay. Hindi ko namalayan",1 month ago,KC Arisme,UCh5DfQ3Dr0hlSAn4viDaRJA,2,https://yt3.ggpht.com/ytc/AMLnZu9pF4duuRhl27gdbnAk0Xc12Rl7hIWUmFpUML1MWdQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.142749,others
1493,233,Ugx36Yob_YbYp6XzGxt4AaABAg,PUPUNTA TALAGA AKO MANILA KAGA MAY MALAKI BILLBOARD SA EDSA 😂,1 month ago,V GAMES & VLOG,UCuYUvoXUm_jks3VJLDyYXKw,0,https://yt3.ggpht.com/ytc/AMLnZu96bLW2-TGgtSfgc3BajdzKpmsrIQ-PTdnkpJg12g=s176-c-k-c0x00ffffff-no-rj,False,1657994931.150756,others
1494,234,Ugz-TDTUhMtHVEcLYTV4AaABAg,yung outro!!! classic talaga.. goosebumps,1 month ago,Rec Montillana,UCxsOE0a6zlrxteWew-Gt83A,0,https://yt3.ggpht.com/ytc/AMLnZu8vm5tVYletCURrmyJEnISXfJ_jYA757w9wpQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.154755,others
1495,235,Ugxcz2GhYkfKSOkxZoJ4AaABAg,Paawer ☝🏻❤,1 month ago,Rec Montillana,UCxsOE0a6zlrxteWew-Gt83A,0,https://yt3.ggpht.com/ytc/AMLnZu8vm5tVYletCURrmyJEnISXfJ_jYA757w9wpQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.157306,others
1496,236,Ugzz1yAbGNzPpYwrW394AaABAg,CFG ☝🏻❤,1 month ago,Rec Montillana,UCxsOE0a6zlrxteWew-Gt83A,0,https://yt3.ggpht.com/ytc/AMLnZu8vm5tVYletCURrmyJEnISXfJ_jYA757w9wpQ=s176-c-k-c0x00ffffff-no-rj,False,1657994931.161376,others
1497,237,UgzFk9TtkXRT32S-Q_J4AaABAg,HOY NANDITO NA AKO BEFORE 1M SUBS KA!!!!!! CONGRATS!!!!!,1 month ago,May Santos,UCahaEb0jOruwZK8dUvN3TXA,0,https://yt3.ggpht.com/ytc/AMLnZu9dx0tSIf8M5jt7Z6p7u3XHzQ100tkwlDgLL5vmew=s176-c-k-c0x00ffffff-no-rj,False,1657994931.165315,others
1498,238,UgzKZVzYJZJF1-zdqk94AaABAg,🙌🏼🎉,1 month ago,poppy moore,UCQaenRNhiTh2wtW-qclp0Lw,0,https://yt3.ggpht.com/iYVU_T-OLUYDCdRgvpXhPqXW2FnxAs3s1ZBYW9q8iixr2gJui8QA80GbGFEG9TEMMiKmytcm=s176-c-k-c0x00ffffff-no-rj,False,1657994931.169315,others
1499,239,UgznSJtp7Z2jYVRXd3F4AaABAg,Mojacko🤣,1 month ago,Jack Roldan,UCWuikAItg6fdEK06kWL4iTg,0,https://yt3.ggpht.com/ytc/AMLnZu-9SuGnNrC8eeD8Omx-7XNX54J_S0gOqZyxBfTX=s176-c-k-c0x00ffffff-no-rj,False,1657994931.173316,others
